class,u,g,r,i,z,redshift,ra,dec,cluster
GALAXY,19.14158,17.99588,17.53081,17.2301,17.13721,0.1066131,337.01571869788114,15.819424547360695,0
GALAXY,19.17263,18.06068,17.6305,17.33272,17.2204,0.08685333,250.5707268029903,0.2513661471583788,0
STAR,18.57808,17.38363,17.39016,17.42856,17.48906,0.000784398,205.2220212321714,67.20914958678856,0
QSO,19.13297,18.72812,18.69815,18.67673,18.45058,2.270286,34.983537757476675,-74.87969138628738,0
QSO,19.22582,18.9224,18.81053,18.69143,18.74117,1.452307,221.4026016117011,32.674685379597065,0
GALAXY,19.15242,17.42991,16.57173,16.15933,15.85434,0.08845632,356.41938603753476,32.41974571798991,0
GALAXY,18.28101,17.18856,16.70175,16.33173,16.14626,0.08813617,50.43024548514865,30.434403035210977,0
STAR,19.18844,18.75792,18.86976,19.02108,19.25434,5.59e-05,186.59867485094523,79.62020908830667,0
GALAXY,19.14205,17.96772,17.45321,17.09447,16.88161,0.088566,315.85430589406394,58.15575522123848,0
GALAXY,18.92986,17.92031,17.41597,17.12756,17.03521,0.1484416,266.6767023915136,-82.44490927616891,0
STAR,18.6924,17.7664,17.48753,17.38595,17.35225,0.000224824,250.92566675829647,-5.205086873187625,0
GALAXY,18.3738,16.84218,16.10014,15.71413,15.41793,0.04749686,252.89427023535933,-18.36844988375998,0
STAR,19.03027,17.92062,17.54537,17.40652,17.39518,-1.12e-05,129.41681443911187,-34.17350020365563,0
GALAXY,17.92943,16.42391,15.79249,15.47063,15.23182,0.02614107,105.6930639352176,-8.759389472262484,0
STAR,17.619,16.61343,16.47639,16.42638,16.43867,0.000308748,291.3700159722649,-20.845046713324052,0
STAR,16.85941,15.83554,15.77641,15.7712,15.82794,0.000129414,291.6408220845051,-12.179898021840245,0
STAR,16.88578,15.99562,15.6586,15.51201,15.47617,2.77e-06,312.14603468883735,86.26713580955564,0
STAR,15.85837,14.6398,14.627,14.65232,14.71224,0.000106044,328.76659892032967,-74.04606454507547,0
QSO,18.11682,17.77947,17.87333,17.7141,17.67043,0.5148025,184.0832635899376,76.00155657097136,0
GALAXY,19.47647,17.61476,16.68962,16.23929,15.87438,0.07854678,180.54586608739183,-3.557391575215192,0
GALAXY,18.14094,16.32733,15.41508,14.97462,14.65088,0.07823353,287.38626442803906,22.273604189917407,0
GALAXY,19.19459,18.31113,18.09644,17.83205,17.75919,0.05310636,233.98701507999544,59.43293399118488,0
GALAXY,19.53265,18.15082,17.43013,17.02216,16.7586,0.0927506,252.7080758127732,-25.116654753134,0
GALAXY,19.31942,17.36549,16.37918,15.92805,15.55104,0.09100784,286.4853609969964,-12.524056544165958,0
STAR,17.15698,16.04984,15.6602,15.51096,15.47703,-4.7e-05,320.40192305432385,-16.28667354983149,0
QSO,19.13015,18.99829,18.69307,18.62844,18.67269,1.244108,121.6782564665529,-22.548415943563228,0
GALAXY,19.47384,18.02314,17.21636,16.78238,16.43555,0.1155662,135.20986295037986,76.59527789644108,0
GALAXY,17.14729,15.85645,15.21062,14.84574,14.52751,0.02707425,33.83349834271284,59.207380414742175,0
GALAXY,18.77788,17.11622,16.37415,15.98126,15.68712,0.03762654,208.18085075862265,-70.3800018246643,0
GALAXY,19.13621,17.95535,17.33129,16.9772,16.74717,0.1425752,12.93921856682715,-70.5377965541227,0
GALAXY,18.90994,17.66969,16.9995,16.62222,16.35383,0.08791664,167.61528652768567,-12.983487326461583,0
STAR,15.62121,14.60897,14.43487,14.40072,14.45437,0.00010314,195.3520684947276,-72.24167218809437,0
GALAXY,19.23039,18.06944,17.59436,17.23812,17.09449,0.07908808,103.1548507661824,21.436757148801533,0
GALAXY,18.81291,17.77027,17.30868,16.95996,16.8011,0.07006504,212.69997380484384,-64.13551069288789,0
GALAXY,19.0146,17.33462,16.45423,16.02605,15.67589,0.08909858,10.980089978057794,4.027187514024192,0
QSO,17.92018,17.92471,17.884,17.62558,17.53486,1.771222,13.44534794971719,-88.7004095393308,0
GALAXY,17.80781,16.93552,16.67188,16.47706,16.3433,0.02961222,296.13620183747696,-33.01265728572359,0
GALAXY,18.23204,16.45568,15.63056,15.19764,14.8788,0.06956718,129.66863090805464,31.894330261077982,0
STAR,18.49833,17.49403,17.33157,17.28345,17.28941,0.000322833,45.74178455467853,-2.872990758987285,0
GALAXY,18.92958,16.90914,15.78403,15.31554,14.93797,0.131564,188.0075736197296,86.08850747981785,0
STAR,19.07301,18.11891,17.76631,17.65374,17.60394,-0.000162314,277.1976791154999,67.33868329191793,0
GALAXY,19.15065,17.36285,16.52798,16.15387,15.80557,0.10632,77.69556989886354,-25.367259772232785,0
GALAXY,18.13147,17.3532,16.93616,16.56829,16.44423,0.1072231,224.2405712948401,-81.81242253499057,0
GALAXY,18.54219,17.49083,17.07087,16.71762,16.57594,0.1070803,30.72508739775648,62.21273402070338,0
QSO,19.53852,19.139,18.55866,18.17328,17.99881,0.1572411,18.605419620698772,74.02217585664084,0
QSO,19.25762,19.24938,18.9753,18.88568,18.91675,1.335835,191.2876673645333,57.71293081542663,0
STAR,17.89052,16.98527,16.73305,16.63174,16.61334,7.54e-05,194.6286437796383,-66.96901063444233,0
GALAXY,18.71479,16.97454,16.38521,16.12513,15.90649,0.106216,229.47476453935437,89.62472419421178,0
STAR,18.95637,17.97179,17.80977,17.76273,17.78803,0.000359946,261.3928801401582,-43.45484012050071,0
STAR,18.25347,17.34355,17.12577,17.02307,16.96043,0.000522862,351.3067486065125,40.35688430550661,0
QSO,19.26136,19.1851,18.9592,18.88952,18.86333,1.330196,185.86812538843031,73.44627774042988,0
STAR,16.41278,14.86871,14.31287,14.10415,13.98788,-0.000120691,116.26433025884856,-47.5763194204723,0
QSO,19.05024,19.09565,19.19766,18.90488,18.8281,1.895719,286.26703011673334,73.48653984187189,0
STAR,18.97832,18.10239,17.81904,17.71502,17.695,0.000433085,97.49961045434672,-34.293315744923945,0
STAR,18.70031,17.83492,17.57053,17.45308,17.40799,-6.92e-05,158.02971145402898,85.75438002913012,0
GALAXY,19.59163,17.81984,16.84598,16.44592,16.10031,0.1062806,28.244297283215744,-39.37319633151457,0
STAR,16.0238,15.09469,14.80986,14.6965,14.6701,0.000477176,9.126267629564705,81.61844845641033,0
STAR,15.1353,13.94085,13.94638,14.00164,14.03319,0.000413841,346.55342928405304,-80.36196283931852,0
STAR,16.37136,14.76484,14.22739,14.07195,13.9889,-7.29e-05,300.9528433843941,37.66896210056635,0
STAR,18.76134,17.27291,16.74922,16.59132,16.47496,-0.000172935,250.55071419373127,5.780004090660668,0
STAR,17.72557,16.5077,16.11247,15.97783,15.92708,4.18e-05,147.22305998913717,-3.9821261179084786,0
STAR,17.70918,16.77318,16.49644,16.38192,16.34623,0.000645126,62.38595522550448,-49.771023433948805,0
STAR,17.79889,16.90706,16.53008,16.38745,16.30119,0.000777288,56.31733536159098,37.00724215976855,0
STAR,19.42352,18.08814,17.5851,17.41209,17.34603,0.000105949,90.08744333925432,-55.65429153966472,0
STAR,19.49485,17.74386,16.93079,16.61019,16.40522,0.000220751,197.72159929420337,9.511523277258275,0
GALAXY,19.10102,17.89368,17.17626,16.78514,16.47559,0.1560981,257.25453217202244,-44.41583465275485,0
GALAXY,19.08999,17.87979,17.30001,16.91738,16.72677,0.07909836,237.6710556183833,82.01184836064411,0
GALAXY,16.32657,14.79158,14.1052,13.75229,13.46165,0.02549985,100.77620290053942,-84.84638510958249,0
STAR,19.58891,18.64184,18.49889,18.46553,18.45593,-0.000120104,343.7515010387499,-54.04890957997742,0
GALAXY,19.20085,18.08511,17.69779,17.42061,17.29814,0.04204269,265.64289001047666,-46.38409085025941,0
STAR,18.91914,18.02611,17.80632,17.71907,17.72131,0.000557983,199.56745890410423,-15.467791361793047,0
STAR,17.6936,16.32069,15.80393,15.6132,15.53206,0.000325267,220.2194686443668,-48.10855646339037,0
STAR,18.35066,17.41139,17.18135,17.08709,17.08965,-3.05e-05,151.05602247400438,-1.5571637516186598,0
STAR,18.0996,17.1742,16.83233,16.70185,16.66806,0.000185148,89.18315622041669,67.04379418653701,0
STAR,16.38773,14.9501,14.43486,14.2691,14.19747,-4.3e-05,128.15016431445417,38.17141585365073,0
STAR,18.9836,17.52731,16.99701,16.7796,16.66278,8.97e-05,272.82459976717286,14.393156496319987,0
STAR,16.91041,15.45433,14.85858,14.64869,14.53447,8.83e-05,5.181655906712113,-73.97942796311767,0
QSO,18.26847,17.98774,17.77489,17.65078,17.51534,1.974752,41.786150582489846,34.918579510069605,0
STAR,17.09046,15.47887,14.81628,14.52759,14.37151,3.88e-05,16.56095112783099,-60.04542882403082,0
STAR,18.92344,17.86703,17.40125,17.19161,17.12352,0.000351364,14.662368834829248,51.54612947310562,0
STAR,18.54043,17.63641,17.35255,17.25576,17.17422,8.27e-05,307.9658102439626,-44.989783468172426,0
STAR,19.03382,18.15575,17.95118,17.86144,17.88585,0.000480309,253.31682937680853,-14.931228902237834,0
STAR,18.71259,16.32915,15.08869,14.58182,14.27226,-5.95e-06,170.70257847143708,-26.915363582772976,0
STAR,18.81766,17.49303,16.91854,16.68079,16.58296,-0.000470792,35.22029783436053,64.58650464147422,0
STAR,18.57371,17.7188,17.39374,17.28585,17.26827,0.000180701,176.98171504205965,-67.22199743158654,0
STAR,17.40626,15.87684,15.26237,15.03957,14.92599,-8.99e-05,170.44983748100364,11.816078829261954,0
STAR,19.53823,17.69941,16.98525,16.67076,16.4375,0.000759523,62.35267316760547,-64.4289103002488,0
STAR,18.04444,16.12702,15.44266,15.23283,15.12825,4.77e-05,156.1865937256703,36.863250503793594,0
STAR,18.55765,16.35182,15.45455,15.0802,14.85069,8.09e-05,143.46170438305444,72.91406300300662,0
STAR,16.80133,15.34514,14.81955,14.64411,14.58058,-7.73e-05,221.70603529879793,-11.770622303894385,0
STAR,17.43725,15.98773,15.43505,15.24584,15.17689,-6.67e-05,228.63371431235177,-2.1433931523043412,0
GALAXY,18.78979,17.4279,16.68736,16.28967,15.9906,0.1129216,16.309443517936025,76.93611056689721,0
STAR,17.09137,15.98284,15.62553,15.50242,15.46309,3.34e-05,134.86054126552963,3.778449956884287,0
STAR,18.86026,17.2778,16.66154,16.42111,16.29518,0.000289836,225.3095696571251,-2.232281151079036,0
STAR,18.91458,17.97609,17.69784,17.55495,17.49273,0.000308735,181.12905308883157,14.099238486774752,0
STAR,17.00254,15.35527,14.73952,14.50755,14.40796,1.47e-05,308.33634282779605,34.061352545331346,0
STAR,17.17881,15.56593,14.90381,14.66557,14.54323,4.9e-05,237.1297073828202,-70.76099248433435,0
STAR,18.60262,17.07502,16.49357,16.32896,16.27352,4.41e-05,58.65639374931469,57.79989499347289,0
GALAXY,19.05238,17.92345,17.28963,16.89301,16.65988,0.1602088,25.404749064154743,-11.609095058413333,0
STAR,19.39531,17.49907,16.76746,16.5326,16.40905,5.94e-05,231.27094015427363,-76.97726821845261,0
GALAXY,18.5481,17.3771,16.71891,16.30875,16.06784,0.08583559,9.544071794983854,51.51288045567835,0
STAR,18.90212,17.83956,17.45825,17.33062,17.29042,-3.29e-06,210.8792092584468,-22.14900509647103,0
STAR,16.50787,15.3139,14.8865,14.74076,14.70757,-4.45e-05,338.4828869129847,-71.93385088289028,0
STAR,17.28613,16.36086,16.02538,15.89519,15.8609,7.93e-05,207.1707040353164,24.0802271177851,0
GALAXY,18.99146,17.07726,16.12667,15.69658,15.36008,0.08484705,139.7411734343479,68.42364361805551,0
GALAXY,19.00578,17.89613,17.37406,17.02465,16.81729,0.08506283,231.58375863924715,69.79563169451754,0
STAR,17.96859,16.45618,15.87957,15.70021,15.63861,-6.33e-05,164.971040576946,82.37942546561518,0
STAR,18.14537,16.98603,16.57416,16.4543,16.40801,0.000220861,196.42204415373655,66.18698275800384,0
GALAXY,19.03796,17.35102,16.56406,16.19586,15.90696,0.03836075,338.92733115954906,-89.61463451781447,0
GALAXY,19.55911,17.67387,16.70643,16.32966,16.03905,0.07696021,138.99694960827873,-21.55659004558976,0
STAR,19.151,17.45303,16.78522,16.56231,16.45795,5.11e-05,346.02860297660914,57.33766438299054,0
STAR,18.76022,17.71995,17.28579,17.09315,17.00772,0.000160757,325.92623110418293,-24.074458920274637,0
STAR,16.73108,15.34196,14.81329,14.63843,14.56427,2.93e-05,70.48480852414671,18.278731148347106,0
STAR,19.18309,18.28044,17.97188,17.91156,17.87715,0.00021777,24.970068315059564,19.137050527415767,0
STAR,17.8964,16.12725,15.40752,15.12172,14.97763,0.000417742,36.28008049587359,-24.29544527301185,0
STAR,18.81566,17.4146,16.8651,16.67896,16.57537,5.1e-06,6.559857234557902,72.80530691063177,0
STAR,18.5321,17.63211,17.32061,17.21326,17.18259,0.000431994,33.99946587213422,0.5811021695011647,0
STAR,19.52808,18.67979,18.39561,18.2954,18.216,0.000371594,245.88243842988845,-6.338842931249857,0
STAR,17.05778,16.01044,15.69783,15.58869,15.56961,8.16e-06,25.62791344568243,89.55247421914126,0
STAR,15.8452,14.78328,14.48869,14.40722,14.3887,-7.6e-05,114.83122690575406,-1.169934466929007,0
STAR,19.24702,17.71808,17.13476,16.9424,16.85483,-7.98e-05,304.15511194900364,-57.888314652855414,0
STAR,19.33036,17.50834,16.78476,16.53942,16.40915,0.000115074,8.377896864897313,2.3524961154188446,0
GALAXY,18.77364,17.53109,16.97743,16.6258,16.41043,0.07662232,293.2086537320169,56.52301239358741,0
STAR,16.59492,15.13649,14.59052,14.40143,14.34641,3.53e-05,101.46771891842396,49.83485884169065,0
STAR,16.37205,15.43852,15.10226,14.96795,14.92506,0.000423333,42.539337943796255,51.94471771952479,0
STAR,16.44267,15.35777,15.23907,15.23717,15.31003,-0.000151586,250.82537953109423,37.44428111962412,0
STAR,19.23675,18.29424,18.00808,17.91335,17.88959,0.000689084,226.41942484075824,-44.24079076799613,0
STAR,18.37125,16.36699,15.60569,15.36293,15.25285,-3.1e-05,315.88992486973905,65.17513545124166,0
STAR,19.4854,18.1999,17.6562,17.40889,17.29086,0.000578048,264.6255757693989,70.81982376772771,0
STAR,19.23702,18.37381,18.06147,17.93892,17.9211,0.000937404,289.2531349385455,-55.05251460866117,0
GALAXY,18.65073,17.0002,16.17196,15.69725,15.35611,0.08180232,101.53244612567032,-66.5179854207491,0
STAR,19.28355,17.29447,16.52981,16.23584,16.07176,2.92e-05,63.878235760700214,85.60889434604016,0
STAR,19.07102,18.0139,17.51009,17.31524,17.23491,0.000755086,270.221310590709,66.29831345706623,0
GALAXY,18.27637,16.53353,15.7278,15.34265,15.04055,0.06747919,290.46050613621503,70.7825064977904,0
STAR,18.92278,17.43406,16.85969,16.65171,16.52776,0.000465222,356.5818511202424,69.54774923239114,0
GALAXY,19.49018,18.69087,18.40932,17.98627,17.87467,0.08137379,148.54236368811354,7.503628326071109,0
STAR,16.77757,15.79099,15.65251,15.61812,15.64404,0.000652362,133.92651088540194,26.35231259984394,0
STAR,17.5054,15.80306,15.14073,14.883,14.74835,8.63e-05,279.50866586711885,8.165313384055494,0
STAR,16.73909,15.50358,15.00279,14.8113,14.7381,0.0009889,122.68927449108642,-80.78285714574076,0
STAR,19.1247,17.39795,16.75752,16.51347,16.3906,0.000246799,335.0726372172833,44.19055536349907,0
GALAXY,17.46768,15.51855,14.64059,14.21238,13.86848,0.0385065,309.02859066348424,0.959766000458444,0
GALAXY,19.14289,17.58933,17.22007,16.97656,16.92214,0.05014241,154.43784985500662,26.587633462241357,0
GALAXY,19.49632,17.59388,16.67482,16.25166,15.95042,0.09504843,270.31358440493904,0.4751648955963503,0
GALAXY,19.45274,17.62178,16.68552,16.27155,15.9206,0.09546287,271.63543467048567,-1.4739619819579275,0
GALAXY,18.45212,16.89779,16.04317,15.65277,15.35365,0.09588677,37.12459278093574,-59.07796029400197,0
GALAXY,19.30342,17.38579,16.42225,15.99919,15.64936,0.09656405,324.919046404644,-39.83153127459319,0
GALAXY,19.27068,18.5268,18.12876,17.75474,17.72392,0.1375496,181.89085408122855,-61.40651545008796,0
GALAXY,18.951,17.08533,16.11569,15.69776,15.33339,0.09537001,297.524687798787,-54.780066787438365,0
GALAXY,17.89386,16.11245,15.34051,15.00042,14.70411,0.09642068,115.21785637102025,85.13592847565488,0
GALAXY,18.70498,17.23423,16.5517,16.18321,15.91227,0.06256203,322.3883622586322,-62.43957976100428,0
GALAXY,18.99524,17.87855,17.19045,16.82093,16.56422,0.1512586,140.11260434429872,-41.531323625062626,0
GALAXY,18.59652,17.28157,16.71329,16.36005,16.12741,0.05838413,3.9015545329074097,16.306138392945286,0
GALAXY,17.95627,16.46152,15.72164,15.30538,15.0177,0.06864782,325.93751151093494,19.832143722595532,0
GALAXY,19.04204,17.87724,17.45017,17.21807,17.22886,0.05841528,32.86320364300808,-62.28465664611077,0
STAR,17.35868,16.26491,15.91327,15.79312,15.79815,-8.45e-05,114.95290953254936,52.86913664133823,0
STAR,17.88942,16.55713,16.10999,15.9643,15.89903,-0.000145414,342.02230813828976,51.3365162243085,0
GALAXY,18.73601,16.59921,15.56108,15.12695,14.77491,0.098474,342.2185728975202,-47.28281324329961,0
GALAXY,19.52077,17.50807,16.52395,16.08269,15.73608,0.0,206.437639724383,-38.04006551841712,0
GALAXY,19.33492,17.25626,16.32616,15.91549,15.54986,0.08873131,227.46139638112777,78.83781578270944,0
GALAXY,18.18003,16.07295,15.08006,14.62374,14.25727,0.09037467,161.44038791219512,58.62086027630605,0
GALAXY,19.12968,17.53014,16.70312,16.30732,16.00915,0.09169753,105.55587781130323,35.60346595125429,0
GALAXY,18.86843,17.42523,16.59959,16.16429,15.83184,0.09730428,118.31923633316974,-75.19802012809191,0
GALAXY,18.68823,17.60337,17.32386,17.12174,17.00394,0.0463312,242.10664418773385,-14.712465437536366,0
GALAXY,19.52407,18.15866,17.44809,17.07915,16.8003,0.09289638,270.8548305975648,10.674336973828858,0
STAR,19.3824,18.43046,18.16253,18.06108,18.0092,3.09e-05,284.9684557413055,-56.26596816292015,0
GALAXY,19.28799,17.44256,16.54024,16.12604,15.78613,0.09554408,284.2625314060394,-9.31921522051958,0
STAR,17.90158,16.98052,16.75042,16.65792,16.64194,0.000116237,32.83419709752853,18.184657947964197,0
GALAXY,19.34353,18.01985,17.20665,16.78012,16.49426,0.1442524,177.99130969292932,-31.07219757922814,0
GALAXY,19.09596,17.07662,16.16983,15.72136,15.34942,0.05991426,20.721153605991944,50.57006741108768,0
GALAXY,19.44706,18.06446,17.47818,17.14834,16.89766,0.1043095,197.8303976365448,61.280924694984975,0
QSO,19.10702,19.07256,18.79198,18.64582,18.07549,0.3372652,158.95098049441572,-31.750295501867264,0
QSO,19.03104,18.46669,18.11303,18.04101,17.43849,0.3449105,319.57350579298793,60.9582878086423,0
GALAXY,18.58894,17.37458,16.94893,16.7297,16.77008,0.03401261,126.32940451874832,-71.3562181014573,0
GALAXY,19.40503,17.48724,16.53689,16.08374,15.7189,0.0655472,42.14412591393811,60.79123775207813,0
QSO,19.50942,17.5641,16.60739,16.10064,15.76186,0.06103761,51.47700553902091,-62.50492229982901,0
GALAXY,19.10797,17.57482,16.77922,16.37828,16.08525,0.09604297,274.14382741829,-75.07311254824931,0
GALAXY,18.6479,16.66485,15.59894,15.12062,14.85318,0.06358586,222.558502793854,25.51957279938202,0
QSO,18.94769,18.79742,18.65749,18.60048,18.73997,1.40169,36.40416340420449,-5.051274164047015,0
QSO,18.79575,18.57321,18.55136,18.35209,18.30321,1.812651,30.278450201399075,73.4203080743099,0
QSO,19.06688,18.69043,18.51842,18.41969,18.17964,2.137572,252.3488873252832,-24.625944703647136,0
GALAXY,19.23177,17.46849,16.54995,16.02666,15.61895,0.0610805,26.19468229110967,-38.31259258122684,0
GALAXY,19.56517,17.64734,16.72979,16.29004,15.9327,0.06397337,295.86962134452824,0.1322831059557074,0
GALAXY,19.35042,17.61593,16.72431,16.21484,15.82124,0.06570753,254.24720177633864,-7.929686561640963,0
GALAXY,18.74892,16.90716,15.95795,15.48473,15.08246,0.06359103,29.285561031083915,-28.002951680906115,0
GALAXY,19.19234,17.33534,16.35525,15.85395,15.51435,0.09228784,30.541577070669092,34.87343376569915,0
STAR,19.09539,18.11292,17.78169,17.65197,17.57892,0.00048925,355.1902482604232,46.72113010450349,0
QSO,18.79426,18.34404,18.25214,18.3229,18.19995,0.8181214,134.73748647220333,63.53711442542459,0
GALAXY,18.37732,16.88301,16.28039,15.94014,15.78495,0.04713511,133.43117294408074,85.11418884786173,0
GALAXY,19.10244,17.63602,16.90735,16.52213,16.25722,0.06346736,292.6078442127009,-42.00188541614919,0
GALAXY,19.18205,17.14069,16.10541,15.68298,15.29503,0.1253822,341.0094878581891,38.896826848193086,0
GALAXY,18.43279,16.6275,15.71816,15.25928,14.88557,0.05594477,354.9603829762335,-19.033517610765855,0
STAR,19.07583,17.58162,16.95899,16.70053,16.53613,0.001075843,271.216146693219,31.87475495119945,0
STAR,18.15939,16.46312,15.80274,15.57366,15.45408,3.33e-05,135.45345079112968,-4.3232957371403415,0
STAR,18.72703,17.26665,16.67284,16.44205,16.30302,0.000481111,30.060258011520755,88.8791584982277,0
